"('Oh', 'honey')","2"
"('honey', 'done')","2"
"('done', 'Oh')","2"
"('Oh', 'sound')","2"
"('sound', 'gun')","1"
"('gun', 'Oh')","1"
"('honey', 'honey')","1"
"('sound', 'Janie')","1"
"('Janie', 'gun')","15"
"('gun', 'Janie')","6"
"('gun', 'Her')","5"
"('Her', 'whole')","1"
"('whole', 'world')","5"
"('world', 'come')","1"
"('come', 'undone')","1"
"('undone', 'From')","1"
"('From', 'lookin')","1"
"('lookin', 'straight')","1"
"('straight', 'sun')","1"
"('sun', 'What')","1"
"('What', 'daddy')","3"
"('daddy', 'What')","1"
"('What', 'put')","1"
"('put', 'They')","1"
"('They', 'say')","5"
"('say', 'Janie')","1"
"('Janie', 'arrested')","1"
"('arrested', 'They')","1"
"('They', 'found')","1"
"('found', 'underneath')","1"
"('underneath', 'train')","1"
"('train', 'man')","1"
"('man', 'comin')","1"
"('comin', 'Now')","1"
"('Now', 'Janie')","1"
"('gun', 'ai')","1"
"('ai', 'never')","2"
"('never', 'gon')","31"
"('gon', 'Janie')","1"
"('Her', 'dog')","5"
"('dog', 'day')","5"
"('day', 'begun')","6"
"('begun', 'Now')","4"
"('Now', 'everybody')","5"
"('everybody', 'run')","5"
"('run', 'Tell')","2"
"('Tell', 'untrue')","1"
"('untrue', 'What')","1"
"('daddy', 'jacked')","1"
"('jacked', 'little')","1"
"('little', 'bitty')","1"
"('bitty', 'baby')","1"
"('baby', 'man')","1"
"('man', 'insane')","1"
"('insane', 'They')","1"
"('say', 'spell')","1"
"('spell', 'lightning')","1"
"('lightning', 'thunder')","1"
"('thunder', 'Knew')","1"
"('Knew', 'someone')","1"
"('someone', 'stop')","1"
"('stop', 'rain')","2"
"('rain', 'Run')","1"
"('Run', 'away')","6"
"('away', 'run')","8"
"('run', 'away')","10"
"('away', 'pain')","4"
"('pain', 'Yeah')","4"
"('Yeah', 'yeah')","13"
"('yeah', 'yeah')","50"
"('yeah', 'Run')","4"
"('run', 'run')","2"
"('away', 'Janie')","2"
"('run', 'What')","1"
"('daddy', 'Janie')","1"
"('Janie', 'last')","1"
"('last', 'I.O.U')","1"
"('I.O.U', 'take')","1"
"('take', 'easy')","1"
"('easy', 'put')","1"
"('put', 'bullet')","1"
"('bullet', 'brain')","1"
"('brain', 'said')","1"
"('said', ""'cause"")","1"
"(""'cause"", 'nobody')","1"
"('nobody', 'believes')","1"
"('believes', 'man')","1"
"('man', 'sleaze')","1"
"('sleaze', 'ai')","1"
"('ai', 'Never')","1"
"('Never', 'gon')","9"
"('gon', 'Run')","1"
"('gun', 'Everybody')","1"
"('Everybody', 'run')","1"
"('run', 'Janie')","2"
"('run', 'Honey')","2"
"('Honey', 'honey')","2"
"('honey', 'problem')","2"
"('problem', 'Because')","2"
"('Because', 'Janie')","2"
"('gun', 'Tell')","1"
"('Tell', 'ai')","2"
"('ai', 'right')","2"
"('right', 'Janie')","1"
"('gun', 'Was')","1"
"('Was', 'daddy')","1"
"('daddy', 'cradle')","1"
"('cradle', 'robbin')","1"
